emoticon_pack_id,title,description,keyword
1,인삼_뿌듯_좋아요.png,한 손을 들고 미소짓는 모습에서 만족감과 긍정적인 감정이 느껴짐. 무언가에 대한 만족감을 표현하는 듯함.,"좋아,좋았,좋다,좋네,좋음,좋은,좋게,좋을,조아,조타,조음,조은,나이,굿,짱,뿌듯,"
1,인삼_응원_아자아자.png,주먹을 쥐고 힘차게 응원하는 모습. 굳은 의지를 보이며 상대를 격려하고 용기를 북돋아준다.,"아자,응원,격려,의지,"
1,인삼_뿌듯_좋습니다.png,엄지손가락을 치켜세우며 만족스러운 듯한 표정을 짓고 있다. 긍정적인 감정을 표현하는 모습이다.,"좋아,좋았,좋다,좋네,좋음,좋은,좋게,좋을,조아,조타,조음,조은,나이,굿,짱,뿌듯,"
1,인삼_뿌듯_자신만만.png,팔짱을 끼고 눈을 감은 채 만족스러운 표정을 짓고 있다. 스스로에 대한 믿음이 강하게 느껴진다.,"뿌듯,자신,"
1,인삼_설렘_가보자고.png,활기찬 모습으로 손가락질하며 앞으로 나아가려는 의지를 보인다. 긍정적인 에너지가 느껴진다.,"설레,가보,의욕,활기,"
1,인삼_기대_준비완료.png,미소를 지으며 무언가를 준비하고 기다리는 듯한 모습이다. 만족스러운 표정이 엿보인다.,"기대,준비,"
1,인삼_격려_할 수 있다.png,주먹을 쥐고 무언가를 다짐하는 듯한 모습이다. 긍정적인 의지를 북돋아주는 듯한 행동을 보인다.,"격려,할수,"
1,인삼_응원_파이팅.png,활짝 웃으며 두 팔을 들고 응원하는 모습이다. 긍정적인 기운을 북돋아 주는 듯하다.,"파이,응원,"
1,인삼_축하_경축.png,메달을 든 채 기쁨을 감추지 못하고 얼굴을 찡그리며 감격에 벅찬 듯한 모습이다.,"경축,축하,기쁨,감격,"
1,인삼_축하_멋지지.png,메달을 걸고 멋지지 않냐며 자랑을 하는 포즈.,"멋지,"
1,인삼_기대중.png,무언가를 기다리며 은근한 미소를 짓고 있다. 긍정적인 감정을 내비치며 기대하는 모습이다.,"기대,"
1,인삼_축하_해냈다.png,"두 손을 모으고 붉은색 리본을 착용한 채, 무언가를 해냈다는 듯 기뻐하며 환하게 웃고 있다.","해냈,축하,"
1,인삼_응원해.png,팔짱을 끼고 누군가를 격려하며 응원하는 모습이다. 미소를 짓고 있어 긍정적인 감정을 표현한다.,"응원,격려,"
1,인삼_웃음_ㅋㅋ.png,종이에 무언가를 쓰거나 공부하며 즐거워하는 모습. 눈을 감고 입가에 미소를 띤 채 웃고 있다.,"웃음,ㅋ,"
1,인삼_격려_잘될꺼야.png,누군가를 응원하며 격려하는 듯한 모습이다. 긍정적인 기운을 북돋아주고자 하는 따뜻한 마음이 느껴진다.,"잘될,격려,응원,"
1,인삼_진행시켜.png,카리스마 있는 표정으로 '진행시켜'라고 말하며 의미심장한 미소를 짓고 있다.,"진행,"
1,인삼_안도_다행이다.png,안도하며 가슴을 쓸어내리는 모습. 놀란 표정으로 입을 벌리고 안심하는 듯한 감정을 드러낸다.,"다행,안도,안심,놀람,"
1,인삼_위로_괜찮아.png,한쪽 눈을 찡긋하며 사탕을 들고 괜찮다고 말하며 상대를 안심시키려는 듯한 모습이다.,"괜찮,위로,"
1,인삼_사과_잘못했어요.png,눈물을 글썽이며 잘못을 뉘우치는 듯한 모습이다. 두 손을 모으고 반성하는 자세를 취하고 있다.,"잘못,후회,반성,뉘우,미안"
1,인삼_깨달음.png,"깨닫거나 놀라 당황한 듯, 입을 벌리고 머리 위에 물음표가 떠 있는 모습이다.","놀람,당황,어리,깨달,??,"
1,인삼_사과_죄송해요.png,눈물을 글썽이며 얼굴을 감싸고 사과하는 모습이다. 후회와 미안함이 느껴진다.,"죄송,미안,후회,슬픔,자책,"
1,인삼_감사_고마워.png,미소짓는 모습에서 감사하는 마음이 느껴진다. 상대방에게 고마움을 표현하는 듯한 행동을 보인다.,"고마,고맙,감사,"
1,인삼_감사_감사합니다.png,두 손을 모으고 고개를 살짝 숙이며 감사 인사를 전하고 있다. 온화하고 겸손한 태도가 느껴진다.,"감사,"
1,인삼_감탄_오.png,놀라움에 입을 벌리고 손을 마주치며 감탄하는 모습이다. ,"오,감탄,놀람,"
1,인삼_감탄_아하.png,"무언가를 깨달은 듯한 표정으로, 놀라움과 기쁨이 섞인 감탄사를 외치고 있다.","아하,감탄,"
1,인삼_대답_그래.png,손가락으로 가리키며 긍정적인 답변을 하는 모습. 확신에 찬 표정으로 동의를 표현하고 있다.,"그래,동의,"
1,인삼_저 왔어요.png,"양 손으로 꽃받침을 한채 반가움을 표현하며, 누군가에게 도착했음을 알리는 듯한 모습이다.","왔어,왔다,왔습,"
1,인삼_출석.png,한 손을 흔들며 밝게 인사하고 있다. 눈을 감고 웃는 모습에서 긍정적인 감정이 느껴진다.,"출석,"
1,인삼_인사_안녕.png,누군가에게 반갑게 인사하며 친근함을 표현하고 있다.,"안녕,인사,"
1,인삼_인사_안녕하세요.png,한 손을 들어올려 인사하며 반가움을 표현하고 있다. 밝은 표정으로 상냥하게 인사하는 모습이다.,"안녕,인사,반가,"
1,인삼_짜증_화남.png,머리가 붉어지고 얼굴을 찡그린 채 분노를 느끼며 짜증스러워하는 모습이다.,"짜증,분노,"
1,인삼_민망.png,얼굴을 붉히며 어색하고 난처한 듯한 표정을 짓고 있다. 곤란함과 미안함이 느껴진다.,"민망,"
1,인삼_당황_헉.png,"예상치 못한 상황에 마주쳐 당황한 듯, 얼굴이 굳고 어쩔 줄 몰라하는 모습이다.","헉,당황,"
1,인삼_답답.png,답답함을 느끼며 한숨을 쉬고 있다. 눈을 감고 괴로운 듯한 표정을 짓고 있다.,"답답,한숨,괴로,"
1,인삼_짜증_분노.png,얼굴을 찡그리고 팔짱을 낀 채 화가 난 듯한 모습이다. 머리 위로 분노를 표현하는 연기가 솟아오르고 있다.,"짜증,분노,"
1,인삼_불안_떨려요.png,불안한 듯 입을 가리고 떨리는 감정을 느끼며 걱정스러운 표정을 짓고 있다.,"불안,떨려,걱정,"
1,인삼_슬픔_ㅠㅠ.png,풀이 죽은 듯 눈을 내리깔고 슬픔에 잠겨 있다. 땀을 흘리며 어찌할 바를 모르는 듯한 모습이다.,"슬픔,ㅠㅠ,"
1,인삼_피곤_졸았어요.png,"졸린 듯 눈을 감고 있으며, 피곤함에 지친 표정을 짓고 있다. 정신이 몽롱한 상태로 보인다.","졸았,피곤,졸음,졸다,졸려,졸림,"
1,인삼_피곤.png,"눈 밑이 어둡고 풀이 죽은 표정으로, 지쳐 보이는 모습이다. 말풍선에 '피곤...'이라고 적혀 있다.","피곤,지침,무기"
1,인삼_스트레스.png,풀이 죽은 표정으로 머리를 감싸 쥐고 있다. 힘겨운 듯 한숨을 내쉬며 스트레스를 받는 모습이다.,"스트,힘듦,한숨,풀죽,힘들,에휴,아이,"
1,인삼_실망_아쉽다.png,풀이 죽은 표정으로 고개를 살짝 숙이고 있다. 무언가에 대한 아쉬움과 실망감을 느끼는 듯하다.,"아쉽,실망,"
1,인삼_과부하_지침.png,"눈을 감고 입을 벌린 채 힘이 없는 모습으로, 피로와 권태로 인해 지쳐 보이는 감정을 표현하고 있다.","지침,과부,피로,권태,지친,지쳐,"
1,인삼_답답_안 돼.png,얼굴을 찡그리고 입을 벌린 채 '안 돼!'라고 외치며 좌절하는 듯한 모습이다. 답답함을 느끼는 듯하다.,"안돼,답답,안되,"
1,인삼_스트레스_머리 아파요.png,머리를 감싸 쥐고 괴로워하는 모습. 눈을 감고 고통을 참는 듯한 표정을 짓고 있다.,"머리,스트,아파,아픔,아픈,"
1,인삼_슬픔_힝.png,시무룩한 표정으로 입을 삐죽 내밀며 서운함과 슬픔을 표현하고 있다.,"힝,슬픔,서운,"
2,토중이_시작_오늘도 화이팅.png,"윙크하며 혀를 내밀고 브이 포즈를 취하며, 긍정적인 기운을 북돋아 주는 듯한 모습이다.","파이,응원,활기,화이,기운,"
2,토중이_학습_잘 모르겠어요.png,고개를 갸웃거리고 손을 턱에 댄 채 생각에 잠긴 듯한 모습. 물음표가 떠다니며 혼란스러움을 표현한다.,"모르,혼란,고민,난감,어렵,"
2,토중이_위로_걱정.png,토끼 캐릭터가 걱정스러운 표정으로 팔짱을 끼고 생각에 잠겨 있다. 근심과 불안감이 느껴진다.,"으아,걱정,근심,불안,생각,"
2,토중이_정답.png,득의양양한 표정으로 정답을 외치며 승리를 확신하는 듯한 모습이다. 자신감 넘치는 태도가 돋보인다.,"정답,승리,확신,자신,"
2,토중이_위로_믿고 있다.png,누군가를 격려하며 믿음을 주는 듯한 모습이다. 한 손을 들어 상대를 가리키며 응원하고 있다.,"믿고,믿음,믿어,믿자,격려,위로,힘내,"
2,토중이_시작_준비됐니_.png,무언가를 시작하기 전에 상대방에게 준비되었는지 묻는 듯한 표정과 몸짓을 하고 있다.,"준비,시작,질문,확인,"
2,토중이_완료_다 했습니당.png,다 푼 문제를 들고 환하게 웃으며 만족감을 드러내고 있다. 완료한 후의 성취감을 표현한다.,"다했,완료,성취,만족,"
2,토중이_경고_스탑.png,"당황한 듯 얼굴이 붉어지고, 무언가를 멈추라고 외치는 모습에서 긴박함과 경고의 감정이 느껴진다.","스탑,경고,당황,긴박,멈춰,잠깐,"
2,토중이_학습_이해됐나요_.png,내용을 확인하고 이해 여부를 묻는 듯한 표정이다. 걱정이 섞인 복잡한 감정이 느껴진다.,"이해,난감,걱정,"
2,토중이_위로_잘하고 있어.png,누군가를 격려하며 칭찬하는 듯한 모습이다. 엄지손가락을 치켜세우며 긍정적인 메시지를 전달하고 있다.,"잘하,격려,칭찬,힘내,"
2,토중이_위로_잘하고 있다.png,캐릭터가 하트를 들고 격려하는 듯한 모습이다. 밝은 표정으로 긍정적인 메시지를 전달하고 있다.,"잘하,격려,힘내,"
2,토중이_위로_아푸지마.png,"두 캐릭터가 서로를 안고 위로하는 모습. 눈을 감고 편안함을 느끼며, 따뜻한 감정을 나누고 있다.","위로,아프,아파,"
2,토중이_어려움_헷갈려요.png,헷갈린다는 팻말을 들고 눈물을 글썽이며 혼란스러워하는 모습. 어려움에 처해 괴로워하는 듯하다.,"헷갈,어려,으악,혼란,어렵,"
2,토중이_질문 있어요.png,질문이 있어 손을 들고 궁금한 점을 표현하고 있다. 당황한 듯 입을 벌린 모습이다.,"질문,궁금"
2,토중이_혼란_모르겠어요.png,모르겠다는 얼굴로 한 손으로 얼굴을 짚고 고민하는 듯한 모습,"몰라,혼란,어렵,몰랐,모를,어려,모르"
3,말랑이_뿌듯.png,두 팔을 벌리고 만족스러운 미소를 짓고 있다. 무언가 성취한 듯한 뿌듯함이 느껴진다.,"뿌듯,만족,행복,"
3,말랑이_그렇구나.png,"무언가를 듣고 난 후, 체념한 듯한 표정으로 '그렇구나'라고 말하며 수긍하는 모습이다.","그렇,수긍,체념,그랬,그래,그럼,그럴,"
3,말랑이_이해완료.png,"만족스러운 미소를 지으며, 무언가를 완전히 이해했다는 듯한 자신감 넘치는 태도를 보인다.","이해,만족,자신,완료,"
3,말랑이_도파민.png,캐릭터가 두 팔을 모으고 집중해서 무언가를 보고 있다. 얼굴에 미소를 짓고 있다. 긍정적인 감정을 표현하는 듯하다.,"도파민,행복,만족,흐흐,ㅎㅎ"
3,말랑이_뇌정지.png,머리 속이 텅 비어 멍한 표정을 짓고 있다. 정신이 멍해진 듯한 모습이다.,"뇌정지,멍,텅,엥,멍때,멍함,멍한,멍할,텅빔,텅빈,텅비,"
3,말랑이_광기_후후후.png,책을 보며 묘한 미소를 짓고 있다. 속내를 알 수 없는 행동과 감정이 느껴진다.,"후후,광기,ㅎㅎ,집중,후훗,"
3,말랑이_문제_당황.png,책을 보며 당황한 듯한 표정을 짓고 있다. 입을 벌리고 어쩔 줄 몰라하는 모습이다.,"당황,문제,으엑,"
3,말랑이_자신만만.png,반짝이는 별을 들고 자신감 넘치는 표정을 짓고 있다. 스스로에 대한 믿음이 강하게 느껴진다.,"자신,"
3,말랑이_혼란.png,갈림길에서 어느 방향으로 가야 할지 몰라 당황하고 혼란스러워하는 모습이다.,"혼란,어디,"
3,말랑이_패닉_으아악.png,당황한 듯 입을 벌리고 소리치는 모습. 갑작스러운 상황에 패닉에 빠져 어쩔 줄 몰라하는 감정이 느껴진다.,"으아,패닉,당황,으악,아악,"
3,말랑이_대답_네.png,"긍정적인 어조로 대답하며, 입을 벌리고 대답하는 표정을 짓고 있다.","네,넵,네엡,응,예,예쓰,"
3,말랑이_이해_끄덕.png,긍정적인 태도로 고개를 끄덕이며 이해하고 동의하는 듯한 모습을 보인다.,"끄덕,이해,동의,"
3,말랑이_도움필요.png,도움을 요청하며 어려움을 호소하고 있다. 무언가에 갇힌 듯한 답답함과 절박함이 느껴진다.,"도움,절박,어려,갇힘,도와,어렵"
3,말랑이_들어봐.png,내가 하는 말을 들어보라는 제스쳐를 취하고 있다.,"리슨,들어,봐,보자"
3,말랑이_웃음_꺄르륵.png,책을 읽으며 즐거워하는 모습. 소리 내어 웃는 듯한 표정에서 유쾌함이 느껴진다.,"웃음,꺄르,즐거,즐겁,유쾌,꺄륵,웃겨,웃기,"
3,말랑이_칭찬_잘했어요.png,"칭찬하며 엄지 척을 하고 있다. 만족스러운 듯 미소를 짓고 있으며, 긍정적인 감정을 표현한다.","잘했,칭찬,좋다,좋아,조은,조타,좋네,조아,좋았,좋음,좋을,좋은,좋게,나이,굿,짱,쩔,"
3,말랑이_집중.png,안경을 쓰고 무언가에 몰두하여 집중하는 모습. 진지한 표정으로 업무나 공부에 열중하는 듯하다.,"집중,몰두,진지,"
3,말랑이_멍해짐.png,멍한 표정으로 입을 벌린 채 넋이 나간 듯한 모습이다. 정신이 놓고 멍해진 상태를 표현한다.,"멍,넋나,멍때,멍함,멍한,멍할,"
3,말랑이_졸림_집중저하.png,졸린 듯 눈을 감고 미소짓고 있다. 무언가에 기대어 편안함을 느끼며 잠에 빠지려는 모습이다.,"졸리,졸음,졸려,조는,집중,나른,졸림,졸렸"
3,말랑이_학습시작_고고.png,"손가락으로 무언가를 가리키며, 학습을 시작하려는 듯한 의지를 보이는 모습이다.","고고,시작,ㄱㄱ,"
4,깐멍이_혼란_궁금.png,고개를 갸웃거리고 턱을 괴며 궁금증을 느끼는 듯한 모습이다. 혼란스러운 감정이 느껴진다.,"혼란,궁금,어리,오잉,"
4,깐멍이_짜잔.png,무언가를 보여주며 놀라움을 표현하는 듯한 모습이다. 기대감을 유발하며 긍정적인 감정을 전달한다.,"짜잔,기대,긍정,"
4,깐멍이_분노_위협.png,눈을 부릅뜨고 입을 굳게 다문 채 불쾌감을 드러내며 상대를 위협하는 듯한 모습이다.,"크르,분노,위협,으으,"
4,깐멍이_자신감_당당.png,앞을 응시하며 '당-당'이라고 말하는 모습에서 자신감과 당당함이 느껴진다. 굳건한 의지가 엿보인다.,"자신,당당,굳건,"
4,깐멍이_곤란.png,난처한 표정으로 턱을 괴고 고민하는 듯한 모습이다. 복잡한 생각에 잠겨 곤란함을 느끼는 듯하다.,"곤란,"
4,깐멍이_으악.png,"당황한 듯 손을 들고 있으며, 난처하거나 불쾌한 감정을 느끼는 듯한 표정을 짓고 있다.","으악,당황,난처,불쾌,"
4,깐멍이_좋아요.png,손가락으로 무언가를 가리키며 '굿'이라고 말하고 있다. 긍정적인 감정을 표현하고 있는 듯하다.,"좋아,좋았,좋다,좋네,좋음,좋은,좋게,좋을,조아,조타,조음,조은,나이,굿,짱,쩔,뿌듯,"
4,깐멍이_눈치봄.png,벽 뒤에 숨어 조심스럽게 눈치를 살피며 상황을 파악하려는 듯한 모습이다. 불안하고 궁금한 감정이 느껴진다.,"눈치,불안,궁금,조심,"
4,깐멍이_하트.png,"두 손을 들고 하트가 떠다니는 모습으로, 애정을 표현하며 행복한 감정을 느끼는 듯하다.","사랑,행복,애정,최고"
4,깐멍이_고민.png,끙끙 앓으며 고민하는 듯한 표정이다. 눈썹을 찡그리고 입을 굳게 다문 채 생각에 잠겨 있다.,"끙끙,고민,생각,"
4,깐멍이_감시중.png,"무언가를 몰래 지켜보는 듯한 표정으로, 숨어서 상황을 주시하며 경계하는 듯한 모습이다.","감시,경계,주시,몰래,궁금,지켜"
4,깐멍이_놀람.png,무언가 예상치 못한 상황에 직면하여 놀라거나 당황한 듯한 표정을 짓고 있다. 궁금증과 함께 약간의 혼란스러움이 느껴진다.,"으아,당황,혼란,궁금,놀람,"
4,깐멍이_당황_의문.png,당황한 듯한 표정으로 어찌할 바를 모르는 모습이다. 예상치 못한 상황에 놓여 혼란스러워하는 감정이 느껴진다.,"어째,당황,혼란,난감,"
4,깐멍이_분노_참음.png,"뚱한 표정으로 찡그린 얼굴을 하고 있으며, 주먹을 쥔 채로 불만을 드러내는 듯한 모습이다. 무언가 못마땅하거나 화가 난 감정을 표현하고 있다.","크으,불만,흥,분노,화"
4,깐멍이_감탄.png,무언가 예상치 못한 상황에 놀라 당황한 듯한 표정을 짓고 있다. 동그란 눈과 살짝 벌어진 입이 놀라움을 강조한다.,"오,읏,당황,놀람,"
4,깐멍이_충격_이럴수가.png,예상치 못한 상황에 직면하여 놀라움과 당혹감을 느끼는 모습이다. 입을 벌린 채 어찌할 바 모르는 듯한 표정을 짓고 있다.,"이럴,당황,놀람,어이,"
4,깐멍이_아하_깨달음.png,무언가를 깨달은 듯 손을 턱에 대고 생각에 잠긴 표정을 짓고 있다. '아하'라는 글자가 위에 있어 상황을 더욱 강조한다.,"깨달,생각,아하,"
4,깐멍이_감탄_오호라.png,"강아지가 놀라거나 당황한 듯한 표정을 짓고 있다. 머리 위에 느낌표가 떠 있으며, 입을 다문 채 눈을 크게 뜨고 있다.","오호,놀람,당황,어리,"
4,깐멍이_아니_거절.png,눈을 감고 단호하게 아니라고 고개를 젓고 있다.,"졸림,피곤,하품,꾸벅"
4,깐멍이_생각중.png,안경을 쓴 채 멍하니 고민하는 모습,"음,으음,난감,곤란,"
5,땅콩이_공감_맞아요.png,두 손을 모으고 눈을 감은 채 공감하는 듯한 모습이다. 땀을 흘리며 안도하는 감정이 느껴진다.,"맞아,맞았,맞다,맞네,맞음,맞은,맞게,맞을,공감,안도,"
5,땅콩이_안도_휴.png,지친 듯 눈을 감고 입을 벌린 채 한 손으로 이마를 짚고 있다. 머리 위에 '휴' 표시가 떠 있다.,"안도,휴,지침,지쳐,피로,피곤,"
5,땅콩이_안도_다행이다.png,안도하며 가슴을 쓸어내리고 있다. 다행이라는 듯 눈을 감고 입을 벌린 채 안심하는 표정이다.,"안도,다행,안심,"
5,땅콩이_사과_죄송해요.png,눈물을 글썽이며 얼굴을 붉히고 입을 벌린 채 '죄송해요'라고 말하며 사과하는 듯한 모습이다.,"죄송,ㅠㅠ,ㅜㅜ,후회,미안,슬픔,슬퍼,"
5,땅콩이_사과_잘못했어요.png,눈물을 글썽이며 얼굴을 붉히고 잘못을 뉘우치는 듯한 모습이다. '잘못했어요'라는 말풍선이 함께 보인다.,"잘못,후회,죄송,반성,뉘우,"
5,땅콩이_공감_괜찮아.png,"두 손을 모으고 눈을 감은 채 미소짓고 있으며, 상대방을 안심시키려는 듯 ""괜찮아~""라고 말하고 있다.","괜찮,공감,안심,위로,"
5,땅콩이_공감_괜춘_.png,손을 모으고 턱을 괴며 '괜춘?'이라고 묻는 모습에서 상대방의 상태를 걱정하고 공감하려는 듯하다.,"괜찮,공감,안심,배려,"
5,땅콩이_감탄_흠.png,두 손을 모으고 눈을 감은 채 감탄하는 듯한 표정을 짓고 있다. 만족스러운 듯 미소짓고 있다.,"흠,감탄,"
5,땅콩이_놀람_오오오.png,입을 벌리고 손을 든 채 놀라움을 표현하고 있다. 느낌표를 통해 강조된 감정을 확인할 수 있다.,"놀람,놀라,놀랐,놀란,놀랄,오오,와우,어머,우와,오와"
5,땅콩이_감탄_대박.png,놀라움에 입을 크게 벌리고 두 눈을 크게 뜬 채 감탄하는 모습이다. 뺨이 발그레하다.,"감탄,대박,놀람,놀라,놀랐,놀란,놀랄,흥분,우와,오와,이야"
5,땅콩이_감탄_헙.png,두 손을 모으고 놀라거나 감탄하는 듯한 표정을 짓고 있다. 무언가에 대한 기대감을 보이는 듯하다.,"헙,감탄,기대,헉,허걱,헐,"
5,땅콩이_인사_고생하셨습니다.png,지친 듯 눈을 감고 고개를 숙인 채 인사하고 있다. 수고했다는 말에 감사함을 느끼는 모습이다.,"고생,인사,감사,수고,들어가"
5,땅콩이_인사_출석 체크.png,한 손을 들고 눈을 감은 채 웃으며 인사하고 있다. 밝고 긍정적인 감정이 느껴진다.,"인사,출석,반가,반갑,ㅎㅇ,안녕,하이,"
5,땅콩이_대답_네.png,"한 손을 들고 입을 크게 벌려 긍정적인 대답을 외치는 모습으로, 활기차고 긍정적인 감정을 표현하고 있다.","네,ㅇㅇ,넹,넵,넷,"
5,땅콩이_인사_안녕.png,한 손을 들어올려 인사하며 반가움을 표현하고 있다. 밝고 긍정적인 느낌을 준다.,"안녕,인사,반가,반갑,ㅎㅇ,하이,"
5,땅콩이_인사_안녕하세요.png,"한 손을 들어올려 인사하며, 밝고 긍정적인 태도를 보인다. 정중하고 친근한 느낌을 준다.","안녕,인사,반가,반갑,"
5,땅콩이_감사_고맙습니다.png,"두 손을 모으고 눈을 감은 채 감사 인사를 전하며, 겸손하고 차분한 태도를 보인다.","감사,고맙,고마,ㄱㅅ,"
6,치냥이_분노_폭발.png,양손을 들고 얼굴을 찡그린 채 울부짖고 있다. 극심한 분노와 좌절감을 느끼며 격렬하게 감정을 표출하는 모습이다.,"분노,폭발,좌절,울부,격렬,우아,아악,악,으으,ㅠㅠ,ㅜㅜ,흑흑,"
6,치냥이_분노_1.png,머리 위에 불이 붙을 정도로 화가 난 모습. 굳게 다문 입과 찌푸린 미간에서 분노가 느껴진다.,"분노,화남,화나,화났,화난,화날,짜증,으으"
6,치냥이_분노.png,"머리 위에 불이 붙고, 주먹을 쥔 채 얼굴을 찡그리고 있는 모습에서 강한 분노가 느껴진다.","분노,짜증,화,흥,"
6,치냥이_당황_아앗.png,당황한 듯한 표정으로 땀을 흘리며 어쩔 줄 몰라하는 모습이다. 곤란한 상황에 처한 듯 보인다.,"당황,아앗,곤란,난감, 앗"
6,치냥이_죄송해요.png,두 손을 모으고 시무룩한 표정을 짓고 있다. 잘못을 뉘우치고 용서를 구하는 듯한 모습이다.,"죄송,후회,반성,미안,"
6,치냥이_아픔.png,아픈 듯 이마에 냉찜질을 하고 땀을 흘리며 괴로워하는 모습이다. 힘없이 엎드려 있다.,"아픔,괴로움,힘듦,아파,아프,힘드,아퍼,열나,아푸"
6,치냥이_당황_식은땀.png,손을 입에 대고 당황한 듯 식은땀을 흘리며 어찌할 바 모르는 모습이다. 곤란한 상황에 처한 듯 보인다.,"당황,식은땀,곤란,어쩔,;;,"
6,치냥이_패닉_울먹.png,당황한 듯 눈을 크게 뜨고 어쩔 줄 몰라 하며 울먹거리는 모습이다. 식은땀을 흘리고 있다.,"패닉,울먹,호에엥,당황,어쩔줄모름,ㅠㅠ,흑흑,ㅜㅜ"
6,치냥이_떨림_긴장.png,"몸을 웅크린 채 두려움에 떨고 있으며, 불안한 표정을 짓고 있다. 긴장한 듯 식은땀을 흘리고 있다.","떨림,긴장,불안,두려움,식은땀,"
6,치냥이_졸림.png,하품하며 졸린 듯한 표정을 짓고 있다. 손으로 입을 가리고 졸음을 참으려는 모습이다.,"흐암,졸림,하품,졸려,졸린"
6,치냥이_울먹.png,눈물을 글썽이며 입을 삐죽 내밀고 힝구거리는 모습에서 서러움과 슬픔이 느껴진다.,"힝구,울먹,슬픔,서러움,ㅠ,"
6,치냥이_스트레스.png,화가 난 듯 얼굴을 찡그리고 입을 크게 벌린 채 소리치고 있다. 스트레스를 받는 상황으로 보인다.,"스트레스,분노,짜증,절규,"
6,치냥이_난감.png,곤란한 듯 얼굴을 찡그리고 있다. 어찌할 바를 몰라 망설이는 듯한 표정이다.,"난감,곤란,망설임,걱정,"
6,치냥이_절레절레.png,못마땅한 표정으로 팔짱을 끼고 고개를 가로젓는 모습에서 강한 거부감과 불쾌함이 느껴진다.,"절레절레,불쾌,거부,싫음,짜증,"
6,치냥이_방전_배터리_0퍼.png,"기운 없이 풀이 죽은 모습으로, 배터리가 방전되어 힘이 없는 상태를 표현하고 있다.","방전,지침,무기력,배터리없음,"
